IBS.Diet.1997.1998.bib	9375486	vegetable	Genes/Proteins	fbpp0086200
IBS.Diet.2016.2016.bib	26808363	coeliac disease	Disease	doid:10608
IBS.Diet.2016.2016.bib	26808363	e wheat	Organism	4571
IBS.Diet.2016.2016.bib	26748221	bowel	Tissue	bto:0000648
IBS.Diet.2016.2016.bib	26748221	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26748221	diarrhea	Disease	doid:13250
IBS.Diet.2016.2016.bib	26748221	dq2	Genes/Proteins	ensmusp00000028200
IBS.Diet.2016.2016.bib	27747460	wheat allergy	Disease	doid:3660
IBS.Diet.2016.2016.bib	27747460	pathogenesis	Biological Process	go:0009405
IBS.Diet.2016.2016.bib	27747460	celiac disease	Disease	doid:10608
IBS.Diet.2016.2016.bib	27695975	dq8	Chemical Compound	cids57326580
IBS.Diet.2016.2016.bib	27695975	diarrhea	Disease	doid:13250
IBS.Diet.2016.2016.bib	27695975	dq2	Genes/Proteins	ensp00000345719
IBS.Diet.2016.2016.bib	27695975	allergy	Disease	doid:1205
IBS.Diet.2016.2016.bib	27695975	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27695975	wheat	Organism	4565
IBS.Diet.2016.2016.bib	26467550	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26467550	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	26467550	inflammatory bowel disease	Disease	doid:0050589
IBS.Diet.2016.2016.bib	27492916	fibromyalgia	Disease	doid:631
IBS.Diet.2016.2016.bib	27492916	bowel	Tissue	bto:0000648
IBS.Diet.2016.2016.bib	27492916	dyspepsia	Disease	doid:2321
IBS.Diet.2016.2016.bib	27492916	diarrhea	Disease	doid:13250
IBS.Diet.2016.2016.bib	27492916	pain syndrome	Disease	doid:0060164
IBS.Diet.2016.2016.bib	27492916	peptic ulcer disease	Disease	doid:750
IBS.Diet.2016.2016.bib	27492916	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27492916	constipation	Disease	doid:2089
IBS.Diet.2016.2016.bib	27492916	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	27881403	hypersensitivity	Biological Process	go:0002524
IBS.Diet.2016.2016.bib	27881403	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27881403	epithelial	Tissue	bto:0000416
IBS.Diet.2016.2016.bib	27881403	brain	Tissue	bto:0000142
IBS.Diet.2016.2016.bib	27774805	lactose intolerance	Disease	doid:10604
IBS.Diet.2016.2016.bib	27774805	dental caries	Disease	doid:216
IBS.Diet.2016.2016.bib	27774805	uric acid	Chemical Compound	cids00001175
IBS.Diet.2016.2016.bib	27774805	corn syrup	Chemical Compound	cids00005793
IBS.Diet.2016.2016.bib	27774805	fructose-1-phosphate	Chemical Compound	cids00065246
IBS.Diet.2016.2016.bib	27774805	transport	Biological Process	go:0006810
IBS.Diet.2016.2016.bib	27774805	fructosaemia	Disease	doid:9869
IBS.Diet.2016.2016.bib	27774805	fructose	Chemical Compound	cids00439709
IBS.Diet.2016.2016.bib	27774805	monosaccharide	Chemical Compound	cids00005143
IBS.Diet.2016.2016.bib	27774805	glycolysis	Biological Process	go:0006096
IBS.Diet.2016.2016.bib	27774805	xylose-isomerase	Molecular Function	go:0009045
IBS.Diet.2016.2016.bib	27774805	small intestine	Tissue	bto:0000651
IBS.Diet.2016.2016.bib	27774805	dihydroxyacetone-phosphate	Chemical Compound	cids00000612
IBS.Diet.2016.2016.bib	27774805	fruits	Tissue	bto:0000486
IBS.Diet.2016.2016.bib	27774805	glucose transporter	Cellular Component	go:1990350
IBS.Diet.2016.2016.bib	27774805	lactose	Chemical Compound	cids00084571
IBS.Diet.2016.2016.bib	27774805	diphosphate	Chemical Compound	cids00001023
IBS.Diet.2016.2016.bib	27774805	intestinal motility	Biological Process	go:0120054
IBS.Diet.2016.2016.bib	27774805	biofilm formation	Biological Process	go:0042710
IBS.Diet.2016.2016.bib	27774805	orv	Genes/Proteins	ensmusp00000109144
IBS.Diet.2016.2016.bib	27774805	liver	Tissue	bto:0000759
IBS.Diet.2016.2016.bib	26976238	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26976238	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	26976238	mexicana	Organism	1334743
IBS.Diet.2016.2016.bib	27637372	allergens	Chemical Compound	cids06439874
IBS.Diet.2016.2016.bib	27637372	allergic	Disease	doid:3310
IBS.Diet.2016.2016.bib	27637372	gastroesophageal reflux disease	Disease	doid:8534
IBS.Diet.2016.2016.bib	27637372	constipation	Disease	doid:2089
IBS.Diet.2016.2016.bib	27637372	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27048892	pathogenesis	Biological Process	go:0009405
IBS.Diet.2016.2016.bib	27048892	liver	Tissue	bto:0000759
IBS.Diet.2016.2016.bib	27048892	obesity	Disease	doid:9970
IBS.Diet.2016.2016.bib	27048892	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27048892	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	27048892	inflammatory bowel disease	Disease	doid:0050589
IBS.Diet.2016.2016.bib	26856749	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26856749	pathogenesis	Biological Process	go:0009405
IBS.Diet.2016.2016.bib	26856749	brain	Tissue	bto:0000142
IBS.Diet.2016.2016.bib	26931258	gastrointestinal disorder	Disease	doid:77
IBS.Diet.2016.2016.bib	26931258	t tg	Genes/Proteins	ensmusp00000099411
IBS.Diet.2016.2016.bib	26931258	celiac disease	Disease	doid:10608
IBS.Diet.2016.2016.bib	26931258	drain	Environment	envo:00000037
IBS.Diet.2016.2016.bib	26931258	diarrhoea	Disease	doid:13250
IBS.Diet.2016.2016.bib	26931258	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26931258	hemoglobin	Cellular Component	go:0005833
IBS.Diet.2016.2016.bib	27316779	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27316779	adults	Tissue	bto:0001043
IBS.Diet.2016.2016.bib	27341511	wheat allergy	Disease	doid:3660
IBS.Diet.2016.2016.bib	27341511	pathogenesis	Biological Process	go:0009405
IBS.Diet.2016.2016.bib	27341511	celiac disease	Disease	doid:10608
IBS.Diet.2016.2016.bib	27696378	escherichia coli nissle 1917	Organism	316435
IBS.Diet.2016.2016.bib	27696378	ulcerative colitis	Disease	doid:8577
IBS.Diet.2016.2016.bib	27696378	lactobacillus rhamnosus	Organism	47715
IBS.Diet.2016.2016.bib	27696378	saccharomyces	Organism	4930
IBS.Diet.2016.2016.bib	27696378	mesalamine	Chemical Compound	cids00004075
IBS.Diet.2016.2016.bib	27696378	lactobacilli	Organism	1578
IBS.Diet.2016.2016.bib	27696378	peppermint oil	Chemical Compound	cids06850741
IBS.Diet.2016.2016.bib	27696378	bowel	Tissue	bto:0000648
IBS.Diet.2016.2016.bib	27696378	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27696378	constipation	Disease	doid:2089
IBS.Diet.2016.2016.bib	27696378	inflammatory bowel disease	Disease	doid:0050589
IBS.Diet.2016.2016.bib	27696378	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	26078292	fructans	Chemical Compound	cids00440946
IBS.Diet.2016.2016.bib	26078292	trypsin	Genes/Proteins	ensdarp00000072127
IBS.Diet.2016.2016.bib	26078292	mast cell activation	Biological Process	go:0045576
IBS.Diet.2016.2016.bib	26078292	bowel	Tissue	bto:0000648
IBS.Diet.2016.2016.bib	26078292	fruits	Tissue	bto:0000486
IBS.Diet.2016.2016.bib	26078292	wheat	Organism	4565
IBS.Diet.2016.2016.bib	26852761	gastro-intestinal disorder	Disease	doid:77
IBS.Diet.2016.2016.bib	26852761	hypersensitivity	Disease	doid:1205
IBS.Diet.2016.2016.bib	26852761	pathogenesis	Biological Process	go:0009405
IBS.Diet.2016.2016.bib	26852761	nerves	Tissue	bto:0000925
IBS.Diet.2016.2016.bib	26852761	serotonin	Chemical Compound	cids00005202
IBS.Diet.2016.2016.bib	26852761	gut wall	Tissue	bto:0000547
IBS.Diet.2016.2016.bib	26852761	receptors	Cellular Component	go:0043235
IBS.Diet.2016.2016.bib	26852761	mast cells	Tissue	bto:0000830
IBS.Diet.2016.2016.bib	26852761	immune cells	Tissue	bto:0000751
IBS.Diet.2016.2016.bib	26852761	intestinal motility	Biological Process	go:0120054
IBS.Diet.2016.2016.bib	26852761	mucosal	Tissue	bto:0000886
IBS.Diet.2016.2016.bib	26852761	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26852761	signalling pathways	Biological Process	go:0007165
IBS.Diet.2016.2016.bib	26852761	brain	Tissue	bto:0000142
IBS.Diet.2016.2016.bib	27092431	obesity	Disease	doid:9970
IBS.Diet.2016.2016.bib	26872433	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27618353	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26900283	ulcerative colitis	Disease	doid:8577
IBS.Diet.2016.2016.bib	26900283	lactobacillus gg	Organism	568703
IBS.Diet.2016.2016.bib	26900283	pathogenesis	Biological Process	go:0009405
IBS.Diet.2016.2016.bib	26900283	adult	Tissue	bto:0001043
IBS.Diet.2016.2016.bib	26900283	inflammatory bowel diseases	Disease	doid:0050589
IBS.Diet.2016.2016.bib	26900283	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26900283	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	26867199	crp	Genes/Proteins	ensmusp00000044665
IBS.Diet.2016.2016.bib	26867199	c reactive protein	Genes/Proteins	enssscp00000019654
IBS.Diet.2016.2016.bib	26867199	transaminases	Molecular Function	go:0008483
IBS.Diet.2016.2016.bib	27927062	hypersensitivity	Biological Process	go:0002524
IBS.Diet.2016.2016.bib	27927062	secretion	Biological Process	go:0046903
IBS.Diet.2016.2016.bib	27927062	hormones	Molecular Function	go:0005179
IBS.Diet.2016.2016.bib	27927062	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27927062	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	27927062	gastrointestinal endocrine cells	Tissue	bto:0001895
IBS.Diet.2016.2016.bib	26832886	attention deficit hyperactivity disorder	Disease	doid:1094
IBS.Diet.2016.2016.bib	26832886	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26832886	eczema	Disease	doid:2723
IBS.Diet.2016.2016.bib	26832886	migraine	Disease	doid:6364
IBS.Diet.2016.2016.bib	27725652	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27725652	diarrhea	Disease	doid:13250
IBS.Diet.2016.2016.bib	27725652	adults	Tissue	bto:0001043
IBS.Diet.2016.2016.bib	26251177	gut microbiome	Organism	749906
IBS.Diet.2016.2016.bib	26251177	human	Organism	9606
IBS.Diet.2016.2016.bib	26251177	skin cancer	Disease	doid:4159
IBS.Diet.2016.2016.bib	26251177	inflammatory bowel diseases	Disease	doid:0050589
IBS.Diet.2016.2016.bib	26251177	diverticulitis	Disease	doid:7475
IBS.Diet.2016.2016.bib	26251177	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26251177	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	26251177	vitamin d	Chemical Compound	cids05280795
IBS.Diet.2016.2016.bib	26251177	colorectal cancer	Disease	doid:9256
IBS.Diet.2016.2016.bib	27480555	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	27480555	celiac disease	Disease	doid:10608
IBS.Diet.2016.2016.bib	27261893	bowel	Tissue	bto:0000648
IBS.Diet.2016.2016.bib	27261893	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27261893	gastrointestinal disorder	Disease	doid:77
IBS.Diet.2016.2016.bib	26133538	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26133538	fermentation	Biological Process	go:0006113
IBS.Diet.2016.2016.bib	26133538	hydrolases	Molecular Function	go:0016787
IBS.Diet.2016.2016.bib	28404070	scn5a	Genes/Proteins	ensmusp00000112838
IBS.Diet.2016.2016.bib	28404070	bile salt	Chemical Compound	cids00439520
IBS.Diet.2016.2016.bib	28404070	serotonin metabolism	Biological Process	go:0042428
IBS.Diet.2016.2016.bib	28404070	metabolism	Biological Process	go:0008152
IBS.Diet.2016.2016.bib	28404070	mucosal	Tissue	bto:0000886
IBS.Diet.2016.2016.bib	28404070	diarrhoea	Disease	doid:13250
IBS.Diet.2016.2016.bib	28404070	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	28404070	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	28404070	constipation	Disease	doid:2089
IBS.Diet.2016.2016.bib	28404070	brain	Tissue	bto:0000142
IBS.Diet.2016.2016.bib	27747984	fos	Genes/Proteins	enssscp00000002583
IBS.Diet.2016.2016.bib	27747984	fructo-oligosaccharides	Chemical Compound	cids00439709
IBS.Diet.2016.2016.bib	27747984	scfas	Chemical Compound	cids00000283
IBS.Diet.2016.2016.bib	27747984	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27747984	short-chain fatty acids	Chemical Compound	cids00517045
IBS.Diet.2016.2016.bib	27494159	dop	Genes/Proteins	ensdarp00000044330
IBS.Diet.2016.2016.bib	27494159	pathogenesis	Biological Process	go:0009405
IBS.Diet.2016.2016.bib	27494159	opioid receptors	Genes/Proteins	ensp00000394624
IBS.Diet.2016.2016.bib	27494159	ligands	Molecular Function	go:0005488
IBS.Diet.2016.2016.bib	27494159	secretion	Biological Process	go:0046903
IBS.Diet.2016.2016.bib	27494159	diarrhea	Disease	doid:13250
IBS.Diet.2016.2016.bib	27494159	rifaximin	Chemical Compound	cids06436173
IBS.Diet.2016.2016.bib	27494159	epithelial	Tissue	bto:0000416
IBS.Diet.2016.2016.bib	27494159	loperamide	Chemical Compound	cids00003954
IBS.Diet.2016.2016.bib	27494159	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27494159	style	Tissue	bto:0001313
IBS.Diet.2016.2016.bib	27494159	homeostasis	Biological Process	go:0042592
IBS.Diet.2016.2016.bib	27494159	ramosetron	Chemical Compound	cids00107999
IBS.Diet.2016.2016.bib	27368672	sodium/hydrogen exchanger	Genes/Proteins	enssscp00000008706
IBS.Diet.2016.2016.bib	27368672	tenapanor	Chemical Compound	cids71587953
IBS.Diet.2016.2016.bib	27368672	nhe3	Genes/Proteins	fbpp0271755
IBS.Diet.2016.2016.bib	27368672	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27368672	constipation	Disease	doid:2089
IBS.Diet.2016.2016.bib	27368672	hyperphosphatemia	Disease	doid:0050459
IBS.Diet.2016.2016.bib	27368672	ckd	Disease	doid:784
IBS.Diet.2016.2016.bib	27324285	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	28000477	gastrointestinal tract	Tissue	bto:0000511
IBS.Diet.2016.2016.bib	28000477	bacteria	Organism	1869227
IBS.Diet.2016.2016.bib	28000477	gastroenteritis	Disease	doid:2326
IBS.Diet.2016.2016.bib	28000477	cancer	Disease	doid:162
IBS.Diet.2016.2016.bib	28000477	helicobacter	Organism	209
IBS.Diet.2016.2016.bib	28000477	panorama	Chemical Compound	cids00008174
IBS.Diet.2016.2016.bib	28000477	intestines	Tissue	bto:0000648
IBS.Diet.2016.2016.bib	28000477	diarrhea	Disease	doid:13250
IBS.Diet.2016.2016.bib	28000477	human	Organism	9606
IBS.Diet.2016.2016.bib	28000477	colon cancer	Disease	doid:219
IBS.Diet.2016.2016.bib	28000477	inflammatory bowel diseases	Disease	doid:0050589
IBS.Diet.2016.2016.bib	28000477	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	28000477	colorectal cancer	Disease	doid:9256
IBS.Diet.2016.2016.bib	27657161	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27417338	grains	Tissue	bto:0000208
IBS.Diet.2016.2016.bib	27958282	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27958282	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	28994553	osteoporosis	Disease	doid:11476
IBS.Diet.2016.2016.bib	28994553	tissue transglutaminase	Genes/Proteins	ensmusp00000099411
IBS.Diet.2016.2016.bib	28994553	bowel	Tissue	bto:0000648
IBS.Diet.2016.2016.bib	28994553	coeliac disease	Disease	doid:10608
IBS.Diet.2016.2016.bib	28994553	duodenal	Tissue	bto:0000365
IBS.Diet.2016.2016.bib	28994553	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	28994553	anaemia	Disease	doid:2355
IBS.Diet.2016.2016.bib	28994553	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	28994553	adults	Tissue	bto:0001043
IBS.Diet.2016.2016.bib	27428994	indigestion	Disease	doid:2321
IBS.Diet.2016.2016.bib	27428994	mucosa	Tissue	bto:0000886
IBS.Diet.2016.2016.bib	27428994	diarrhea	Disease	doid:13250
IBS.Diet.2016.2016.bib	27428994	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27428994	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	27428994	inflammatory bowel disease	Disease	doid:0050589
IBS.Diet.2016.2016.bib	27099444	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27099444	inflammatory bowel disease	Disease	doid:0050589
IBS.Diet.2016.2016.bib	25982757	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	25982757	constipation	Disease	doid:2089
IBS.Diet.2016.2016.bib	25982757	inflammatory bowel disease	Disease	doid:0050589
IBS.Diet.2016.2016.bib	25982757	diarrhea	Disease	doid:13250
IBS.Diet.2016.2016.bib	28850525	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	28850525	fibromyalgia	Disease	doid:631
IBS.Diet.2016.2016.bib	28850525	rheumatic disease	Disease	doid:1575
IBS.Diet.2016.2016.bib	26987104	chromogranin a	Genes/Proteins	ensgalp00000017570
IBS.Diet.2016.2016.bib	26987104	small intestine	Tissue	bto:0000651
IBS.Diet.2016.2016.bib	26987104	enteroendocrine cells	Tissue	bto:0003865
IBS.Diet.2016.2016.bib	26987104	duodenum	Tissue	bto:0000365
IBS.Diet.2016.2016.bib	26987104	ileum	Tissue	bto:0000620
IBS.Diet.2016.2016.bib	26987104	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26603880	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27272325	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27272325	adults	Tissue	bto:0001043
IBS.Diet.2016.2016.bib	27265510	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27265510	adults	Tissue	bto:0001043
IBS.Diet.2016.2016.bib	26689565	levothyroxine	Chemical Compound	cids00005819
IBS.Diet.2016.2016.bib	27230827	defecation	Biological Process	go:0030421
IBS.Diet.2016.2016.bib	27230827	adult	Tissue	bto:0001043
IBS.Diet.2016.2016.bib	27230827	bowel	Tissue	bto:0000648
IBS.Diet.2016.2016.bib	27230827	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27230827	constipation	Disease	doid:2089
IBS.Diet.2016.2016.bib	28027792	bowel	Tissue	bto:0000648
IBS.Diet.2016.2016.bib	28027792	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	28027792	constipation	Disease	doid:2089
IBS.Diet.2016.2016.bib	28027792	adult	Tissue	bto:0001043
IBS.Diet.2016.2016.bib	27810257	bowel	Tissue	bto:0000648
IBS.Diet.2016.2016.bib	27810257	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27810257	constipation	Disease	doid:2089
IBS.Diet.2016.2016.bib	27810257	adult	Tissue	bto:0001043
IBS.Diet.2016.2016.bib	27888862	achalasia	Disease	doid:9164
IBS.Diet.2016.2016.bib	27888862	constipation	Disease	doid:2089
IBS.Diet.2016.2016.bib	27888862	gastroparesis	Disease	doid:11914
IBS.Diet.2016.2016.bib	27888862	linaclotide	Chemical Compound	cids16158207
IBS.Diet.2016.2016.bib	27888862	acotiamide	Chemical Compound	cids05282338
IBS.Diet.2016.2016.bib	27888862	dyspepsia	Disease	doid:2321
IBS.Diet.2016.2016.bib	27888862	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27888862	disease	Disease	doid:4
IBS.Diet.2016.2016.bib	27888862	domperidone	Chemical Compound	cids00003151
IBS.Diet.2016.2016.bib	27603892	lactase	Genes/Proteins	ensrnop00000004908
IBS.Diet.2016.2016.bib	27603892	behavior	Biological Process	go:0007610
IBS.Diet.2016.2016.bib	27603892	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	27523634	adults	Tissue	bto:0001043
IBS.Diet.2016.2016.bib	27523634	celiac disease	Disease	doid:10608
IBS.Diet.2016.2016.bib	26548734	irritable bowel syndrome	Disease	doid:9778
IBS.Diet.2016.2016.bib	26548734	diarrhea	Disease	doid:13250
IBS.Diet.2016.2016.bib	26460205	methane	Chemical Compound	cids00000297
IBS.Diet.2016.2016.bib	26460205	colonic mucosal	Tissue	bto:0000271
IBS.Diet.2016.2016.bib	26460205	constipation	Disease	doid:2089
IBS.Diet.2016.2016.bib	26460205	colonic transit	Biological Process	go:0120056
IBS.Diet.2016.2016.bib	26460205	mucosal	Tissue	bto:0000886
IBS.Diet.2016.2016.bib	27363985	dyspepsia	Disease	doid:2321
IBS.Diet.2016.2016.bib	27363985	migraine	Disease	doid:6364
IBS.Diet.2016.2016.bib	27363985	gastrointestinal disorder	Disease	doid:77
IBS.Diet.2016.2016.bib	27363985	irritable bowel syndrome	Disease	doid:9778
