Crohn.Nutrition.2011.2012.bib	22447396	nod2	Genes/Proteins	ensrnop00000061463
Crohn.Nutrition.2011.2012.bib	21936029	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21936029	clostridium difficile	Organism	1496
Crohn.Nutrition.2011.2012.bib	21113785	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	21113785	crohn disease	Disease	doid:8778
Crohn.Nutrition.2011.2012.bib	21113785	toxic megacolon	Disease	doid:1770
Crohn.Nutrition.2011.2012.bib	21113785	defecation	Biological Process	go:0030421
Crohn.Nutrition.2011.2012.bib	21113785	rectal	Tissue	bto:0001158
Crohn.Nutrition.2011.2012.bib	21113785	bowel	Tissue	bto:0000648
Crohn.Nutrition.2011.2012.bib	21113785	colitis	Disease	doid:0060180
Crohn.Nutrition.2011.2012.bib	21113785	growth	Biological Process	go:0040007
Crohn.Nutrition.2011.2012.bib	21113785	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21272806	inflammatory bowel diseases	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21272806	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21272806	thrombosis	Disease	doid:0060903
Crohn.Nutrition.2011.2012.bib	21601787	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	21601787	crohn disease	Disease	doid:8778
Crohn.Nutrition.2011.2012.bib	21601787	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	22038507	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22038507	enterocytes	Tissue	bto:0000398
Crohn.Nutrition.2011.2012.bib	22696909	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21262918	fos	Genes/Proteins	ensbtap00000005660
Crohn.Nutrition.2011.2012.bib	21262918	bifidobacteria	Organism	1678
Crohn.Nutrition.2011.2012.bib	21262918	bacteria	Organism	1869227
Crohn.Nutrition.2011.2012.bib	21262918	fructo-oligosaccharides	Chemical Compound	cids00439709
Crohn.Nutrition.2011.2012.bib	21262918	dendritic cell	Tissue	bto:0002042
Crohn.Nutrition.2011.2012.bib	21262918	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21262918	faecalibacterium prausnitzii	Organism	853
Crohn.Nutrition.2011.2012.bib	22102318	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21722918	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21722918	hemophagocytic lymphohistiocytosis	Disease	doid:0050120
Crohn.Nutrition.2011.2012.bib	21912760	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22868800	c-reactive protein	Genes/Proteins	ensmusp00000044665
Crohn.Nutrition.2011.2012.bib	22868800	crp	Genes/Proteins	ensbtap00000018469
Crohn.Nutrition.2011.2012.bib	22868800	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21788753	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	21788753	crohn disease	Disease	doid:8778
Crohn.Nutrition.2011.2012.bib	21478760	acute pancreatitis	Disease	doid:2913
Crohn.Nutrition.2011.2012.bib	21478760	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21478760	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21478760	adults	Tissue	bto:0001043
Crohn.Nutrition.2011.2012.bib	20431949	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	20431949	atherosclerosis	Disease	doid:1936
Crohn.Nutrition.2011.2012.bib	21651358	fiber	Tissue	bto:0000450
Crohn.Nutrition.2011.2012.bib	21651358	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21651358	lactose	Chemical Compound	cids00084571
Crohn.Nutrition.2011.2012.bib	21651358	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	22265329	lactoferrin	Genes/Proteins	ensmusp00000035077
Crohn.Nutrition.2011.2012.bib	22265329	metronidazole	Chemical Compound	cids00004173
Crohn.Nutrition.2011.2012.bib	22265329	necrosis	Biological Process	go:0019835
Crohn.Nutrition.2011.2012.bib	22265329	drug resistance	Biological Process	go:0042493
Crohn.Nutrition.2011.2012.bib	22265329	mesalamine	Chemical Compound	cids00004075
Crohn.Nutrition.2011.2012.bib	22265329	ornidazole	Chemical Compound	cids00028061
Crohn.Nutrition.2011.2012.bib	22265329	calprotectin	Cellular Component	go:1990660
Crohn.Nutrition.2011.2012.bib	22265329	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	20564534	fpn	Chemical Compound	cids00009732
Crohn.Nutrition.2011.2012.bib	20564534	anemia	Disease	doid:2355
Crohn.Nutrition.2011.2012.bib	20564534	ferroportin	Genes/Proteins	y37e3.16.1
Crohn.Nutrition.2011.2012.bib	20564534	iron deficiency anemia	Disease	doid:11758
Crohn.Nutrition.2011.2012.bib	20564534	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22876032	fatty acids	Chemical Compound	cids00000283
Crohn.Nutrition.2011.2012.bib	22876032	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	22876032	low-fat	Genes/Proteins	fbpp0079592
Crohn.Nutrition.2011.2012.bib	22876032	fiber	Tissue	bto:0000450
Crohn.Nutrition.2011.2012.bib	22876032	triglycerides	Chemical Compound	cids05460048
Crohn.Nutrition.2011.2012.bib	22876032	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	22876032	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21272804	veno-occlusive disease	Disease	doid:0080177
Crohn.Nutrition.2011.2012.bib	21272804	thiopurine	Chemical Compound	cids00667490
Crohn.Nutrition.2011.2012.bib	21272804	mercaptopurine	Chemical Compound	cids57172079
Crohn.Nutrition.2011.2012.bib	21272804	tioguanine	Chemical Compound	cids02723601
Crohn.Nutrition.2011.2012.bib	21272804	peliosis hepatis	Disease	doid:914
Crohn.Nutrition.2011.2012.bib	21272804	azathioprine	Chemical Compound	cids00002265
Crohn.Nutrition.2011.2012.bib	21272804	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21272804	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21669026	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21669026	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21910172	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21910172	ofg	Chemical Compound	cids67462112
Crohn.Nutrition.2011.2012.bib	21790683	gastrointestinal tract	Tissue	bto:0000511
Crohn.Nutrition.2011.2012.bib	21790683	aspirin	Chemical Compound	cids00002244
Crohn.Nutrition.2011.2012.bib	21790683	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21790683	mucosa	Tissue	bto:0000886
Crohn.Nutrition.2011.2012.bib	21530745	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	21530745	colitis	Disease	doid:0060180
Crohn.Nutrition.2011.2012.bib	21530745	inflammatory bowel diseases	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21530745	stoma	Tissue	bto:0000052
Crohn.Nutrition.2011.2012.bib	21530745	ileal	Tissue	bto:0000620
Crohn.Nutrition.2011.2012.bib	21530745	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22412030	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	22412030	crohn disease	Disease	doid:8778
Crohn.Nutrition.2011.2012.bib	22412030	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	22002478	crohn disease	Disease	doid:8778
Crohn.Nutrition.2011.2012.bib	21433049	short bowel syndrome	Disease	doid:10605
Crohn.Nutrition.2011.2012.bib	21433049	bulimia nervosa	Disease	doid:12129
Crohn.Nutrition.2011.2012.bib	21433049	behavior	Biological Process	go:0007610
Crohn.Nutrition.2011.2012.bib	21433049	eating disorder	Disease	doid:8670
Crohn.Nutrition.2011.2012.bib	21433049	bowel	Tissue	bto:0000648
Crohn.Nutrition.2011.2012.bib	21433049	stoma	Tissue	bto:0000052
Crohn.Nutrition.2011.2012.bib	21433049	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21912810	carnitine	Chemical Compound	cids00000085
Crohn.Nutrition.2011.2012.bib	21912810	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	21912810	crohn disease	Disease	doid:8778
Crohn.Nutrition.2011.2012.bib	21912810	heart	Tissue	bto:0000562
Crohn.Nutrition.2011.2012.bib	21912810	myocardial	Tissue	bto:0000901
Crohn.Nutrition.2011.2012.bib	21912810	metabolism	Biological Process	go:0008152
Crohn.Nutrition.2011.2012.bib	21912810	plasma	Tissue	bto:0000131
Crohn.Nutrition.2011.2012.bib	21912810	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21912810	coeliac disease	Disease	doid:10608
Crohn.Nutrition.2011.2012.bib	23165575	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	23165575	intestines	Tissue	bto:0000648
Crohn.Nutrition.2011.2012.bib	23139601	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	23139601	growth	Biological Process	go:0040007
Crohn.Nutrition.2011.2012.bib	23139601	pathogenesis	Biological Process	go:0009405
Crohn.Nutrition.2011.2012.bib	23139601	colitis	Disease	doid:0060180
Crohn.Nutrition.2011.2012.bib	23139601	child	Tissue	bto:0002168
Crohn.Nutrition.2011.2012.bib	23139601	adult	Tissue	bto:0001043
Crohn.Nutrition.2011.2012.bib	23139601	inflammatory bowel diseases	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	23139601	diarrhoea	Disease	doid:13250
Crohn.Nutrition.2011.2012.bib	23139601	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22820027	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21857248	bowel	Tissue	bto:0000648
Crohn.Nutrition.2011.2012.bib	21857248	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	21857248	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21683309	disulone	Chemical Compound	cids00002955
Crohn.Nutrition.2011.2012.bib	21683309	colchicine	Chemical Compound	cids00006167
Crohn.Nutrition.2011.2012.bib	21683309	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	23402086	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	23402086	hospital	Environment	envo:00002173
Crohn.Nutrition.2011.2012.bib	21670984	bowel	Tissue	bto:0000648
Crohn.Nutrition.2011.2012.bib	21670984	enterocyte	Tissue	bto:0000398
Crohn.Nutrition.2011.2012.bib	21670984	plasma	Tissue	bto:0000131
Crohn.Nutrition.2011.2012.bib	21670984	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21670984	citrulline	Chemical Compound	cids00009750
Crohn.Nutrition.2011.2012.bib	21337672	card15	Genes/Proteins	ensmusp00000050538
Crohn.Nutrition.2011.2012.bib	21337672	granulocyte macrophage colony stimulating factor	Genes/Proteins	ensgalp00000010748
Crohn.Nutrition.2011.2012.bib	21337672	gm-csf	Genes/Proteins	enssscp00000020413
Crohn.Nutrition.2011.2012.bib	21337672	bowel	Tissue	bto:0000648
Crohn.Nutrition.2011.2012.bib	21337672	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21337672	murine	Organism	10090
Crohn.Nutrition.2011.2012.bib	21337672	growth	Biological Process	go:0040007
Crohn.Nutrition.2011.2012.bib	21337672	hormone	Molecular Function	go:0005179
Crohn.Nutrition.2011.2012.bib	21337672	ileitis	Disease	doid:0060189
Crohn.Nutrition.2011.2012.bib	21337672	ileal	Tissue	bto:0000620
Crohn.Nutrition.2011.2012.bib	22138075	en-y	Genes/Proteins	at5g66730.1
Crohn.Nutrition.2011.2012.bib	22138075	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	22138075	bypass	Genes/Proteins	fbpp0303681
Crohn.Nutrition.2011.2012.bib	22208553	hormone	Molecular Function	go:0005179
Crohn.Nutrition.2011.2012.bib	22208553	mesenteric adipose tissue	Tissue	bto:0005943
Crohn.Nutrition.2011.2012.bib	22208553	bowel	Tissue	bto:0000648
Crohn.Nutrition.2011.2012.bib	22208553	cytokines	Molecular Function	go:0005125
Crohn.Nutrition.2011.2012.bib	22208553	secretion	Biological Process	go:0046903
Crohn.Nutrition.2011.2012.bib	22208553	immune system	Tissue	bto:0005810
Crohn.Nutrition.2011.2012.bib	22208553	mucosal	Tissue	bto:0000886
Crohn.Nutrition.2011.2012.bib	22208553	chemokines	Molecular Function	go:0008009
Crohn.Nutrition.2011.2012.bib	22208553	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22208553	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	22722618	mucosa	Tissue	bto:0000886
Crohn.Nutrition.2011.2012.bib	22722618	small intestine	Tissue	bto:0000651
Crohn.Nutrition.2011.2012.bib	22722618	jejunum	Tissue	bto:0000657
Crohn.Nutrition.2011.2012.bib	22722618	intestinal mucosa	Tissue	bto:0000642
Crohn.Nutrition.2011.2012.bib	21351199	lymphoma	Disease	doid:0060058
Crohn.Nutrition.2011.2012.bib	21351199	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21848855	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21681114	thalidomide	Chemical Compound	cids00005426
Crohn.Nutrition.2011.2012.bib	21681114	necrosis	Biological Process	go:0008219
Crohn.Nutrition.2011.2012.bib	21681114	crohn disease	Disease	doid:8778
Crohn.Nutrition.2011.2012.bib	22410431	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22410431	gut microbiome	Organism	749906
Crohn.Nutrition.2011.2012.bib	22410431	human	Organism	9606
Crohn.Nutrition.2011.2012.bib	22040230	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21476031	6-mercaptopurine	Chemical Compound	cids00667490
Crohn.Nutrition.2011.2012.bib	21476031	azathioprine	Chemical Compound	cids00002265
Crohn.Nutrition.2011.2012.bib	21476031	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	23112913	sephs1	Genes/Proteins	ensp00000367893
Crohn.Nutrition.2011.2012.bib	23112913	selenium	Chemical Compound	cids06326970
Crohn.Nutrition.2011.2012.bib	23112913	sepsecs	Genes/Proteins	ensp00000371535
Crohn.Nutrition.2011.2012.bib	23112913	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22495981	vegetable	Genes/Proteins	fbpp0086200
Crohn.Nutrition.2011.2012.bib	22495981	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	22495981	fruit	Tissue	bto:0000486
Crohn.Nutrition.2011.2012.bib	22495981	human	Organism	9606
Crohn.Nutrition.2011.2012.bib	22495981	vitamin d	Chemical Compound	cids05280795
Crohn.Nutrition.2011.2012.bib	22495981	inflammatory bowel diseases	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	22495981	fiber	Tissue	bto:0000450
Crohn.Nutrition.2011.2012.bib	22495981	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22495981	style	Tissue	bto:0001313
Crohn.Nutrition.2011.2012.bib	21564345	child	Tissue	bto:0002168
Crohn.Nutrition.2011.2012.bib	21564345	puberty	Biological Process	go:0003006
Crohn.Nutrition.2011.2012.bib	21564345	anaemia	Disease	doid:2355
Crohn.Nutrition.2011.2012.bib	21564345	acute phase response	Biological Process	go:0006953
Crohn.Nutrition.2011.2012.bib	21564345	cytokines	Molecular Function	go:0005125
Crohn.Nutrition.2011.2012.bib	21564345	secretion	Biological Process	go:0046903
Crohn.Nutrition.2011.2012.bib	21564345	immune system	Tissue	bto:0005810
Crohn.Nutrition.2011.2012.bib	21564345	growth	Biological Process	go:0040007
Crohn.Nutrition.2011.2012.bib	21564345	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21564345	plasma	Tissue	bto:0000131
Crohn.Nutrition.2011.2012.bib	21564345	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	20871409	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22069243	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21088237	tnf	Genes/Proteins	ensrnop00000001114
Crohn.Nutrition.2011.2012.bib	21088237	il-6	Genes/Proteins	ensgalp00000017738
Crohn.Nutrition.2011.2012.bib	21088237	bone formation	Biological Process	go:0001503
Crohn.Nutrition.2011.2012.bib	21088237	vitamin d	Chemical Compound	cids05280795
Crohn.Nutrition.2011.2012.bib	21088237	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21088237	osteoblast	Tissue	bto:0001593
Crohn.Nutrition.2011.2012.bib	21088237	homeostasis	Biological Process	go:0042592
Crohn.Nutrition.2011.2012.bib	21088237	adult	Tissue	bto:0001043
Crohn.Nutrition.2011.2012.bib	21088237	osteoclast	Tissue	bto:0000968
Crohn.Nutrition.2011.2012.bib	21088237	signaling	Biological Process	go:0023052
Crohn.Nutrition.2011.2012.bib	21088237	bone resorption	Biological Process	go:0045453
Crohn.Nutrition.2011.2012.bib	21088237	hormone	Molecular Function	go:0005179
Crohn.Nutrition.2011.2012.bib	21088237	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	21088237	osteoporosis	Disease	doid:11476
Crohn.Nutrition.2011.2012.bib	21088237	inflammatory bowel diseases	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21088237	metabolism	Biological Process	go:0008152
Crohn.Nutrition.2011.2012.bib	21698892	tnf	Genes/Proteins	ensdarp00000107373
Crohn.Nutrition.2011.2012.bib	21698892	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	21698892	pathogenesis	Biological Process	go:0009405
Crohn.Nutrition.2011.2012.bib	21698892	colitis	Disease	doid:0060180
Crohn.Nutrition.2011.2012.bib	21698892	gastrointestinal tract	Tissue	bto:0000511
Crohn.Nutrition.2011.2012.bib	21698892	inflammatory bowel diseases	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21698892	azathioprine	Chemical Compound	cids00002265
Crohn.Nutrition.2011.2012.bib	21698892	immune system	Tissue	bto:0005810
Crohn.Nutrition.2011.2012.bib	21698892	growth	Biological Process	go:0040007
Crohn.Nutrition.2011.2012.bib	21698892	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21272070	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21425210	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	20975576	membranous glomerulonephritis	Disease	doid:10976
Crohn.Nutrition.2011.2012.bib	20975576	nephrotic syndrome	Disease	doid:1184
Crohn.Nutrition.2011.2012.bib	20975576	pathogenesis	Biological Process	go:0009405
Crohn.Nutrition.2011.2012.bib	20975576	mycophenolic acid	Chemical Compound	cids00446541
Crohn.Nutrition.2011.2012.bib	20975576	necrosis	Biological Process	go:0008219
Crohn.Nutrition.2011.2012.bib	20975576	creatinine	Chemical Compound	cids00000588
Crohn.Nutrition.2011.2012.bib	20975576	prednisone	Chemical Compound	cids00005865
Crohn.Nutrition.2011.2012.bib	20975576	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	20975576	proteinuria	Disease	doid:576
Crohn.Nutrition.2011.2012.bib	20602467	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	22796805	c-reactive protein	Genes/Proteins	ensmusp00000044665
Crohn.Nutrition.2011.2012.bib	22796805	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	22796805	behavior	Biological Process	go:0007610
Crohn.Nutrition.2011.2012.bib	22796805	colonic mucosa	Tissue	bto:0000271
Crohn.Nutrition.2011.2012.bib	22796805	mucosal	Tissue	bto:0000886
Crohn.Nutrition.2011.2012.bib	22796805	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22145448	phenylalanine	Chemical Compound	cids00817923
Crohn.Nutrition.2011.2012.bib	22145448	hormone	Molecular Function	go:0005179
Crohn.Nutrition.2011.2012.bib	22145448	catabolism	Biological Process	go:0009056
Crohn.Nutrition.2011.2012.bib	22145448	whole-body	Tissue	bto:0001489
Crohn.Nutrition.2011.2012.bib	22145448	protein synthesis	Biological Process	go:0006412
Crohn.Nutrition.2011.2012.bib	22145448	human	Organism	9606
Crohn.Nutrition.2011.2012.bib	22145448	vitamin d	Chemical Compound	cids05280795
Crohn.Nutrition.2011.2012.bib	22145448	crohn disease	Disease	doid:8778
Crohn.Nutrition.2011.2012.bib	22145448	proteolysis	Biological Process	go:0006508
Crohn.Nutrition.2011.2012.bib	22145448	growth	Biological Process	go:0040007
Crohn.Nutrition.2011.2012.bib	23061713	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21561876	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21561876	intestinal disorder	Disease	doid:5295
Crohn.Nutrition.2011.2012.bib	21561876	pathogenesis	Biological Process	go:0009405
Crohn.Nutrition.2011.2012.bib	21561876	calprotectin	Cellular Component	go:1990660
Crohn.Nutrition.2011.2012.bib	22397822	toll like receptors	Genes/Proteins	ensp00000312082
Crohn.Nutrition.2011.2012.bib	22397822	blood	Tissue	bto:0000089
Crohn.Nutrition.2011.2012.bib	22397822	cd86	Genes/Proteins	ensrnop00000003129
Crohn.Nutrition.2011.2012.bib	22397822	cd80	Genes/Proteins	ensmusp00000097404
Crohn.Nutrition.2011.2012.bib	22397822	pd-l1	Genes/Proteins	ensmusp00000016640
Crohn.Nutrition.2011.2012.bib	22397822	mucosal	Tissue	bto:0000886
Crohn.Nutrition.2011.2012.bib	22397822	cd14	Genes/Proteins	ensgalp00000034245
Crohn.Nutrition.2011.2012.bib	22397822	membrane	Cellular Component	go:0016020
Crohn.Nutrition.2011.2012.bib	22397822	mononuclear cells	Tissue	bto:0000878
Crohn.Nutrition.2011.2012.bib	22397822	gastrointestinal tract	Tissue	bto:0000511
Crohn.Nutrition.2011.2012.bib	22397822	pgn	Genes/Proteins	ensp00000268704
Crohn.Nutrition.2011.2012.bib	22397822	pd-l2	Genes/Proteins	ensp00000380855
Crohn.Nutrition.2011.2012.bib	22397822	il-10 secretion	Biological Process	go:0072608
Crohn.Nutrition.2011.2012.bib	22397822	adaptive immune responses	Biological Process	go:0002250
Crohn.Nutrition.2011.2012.bib	22397822	cell surface	Cellular Component	go:0009986
Crohn.Nutrition.2011.2012.bib	22777340	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22777340	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	20824813	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	20824813	osteoporosis	Disease	doid:11476
Crohn.Nutrition.2011.2012.bib	20824813	aging	Biological Process	go:0007568
Crohn.Nutrition.2011.2012.bib	21674716	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	22926500	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22688504	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	22688504	clostridium difficile	Organism	1496
Crohn.Nutrition.2011.2012.bib	22550323	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22550323	inflammatory bowel disease	Disease	doid:0050589
Crohn.Nutrition.2011.2012.bib	21317252	escherichia coli	Organism	562
Crohn.Nutrition.2011.2012.bib	21317252	escherichia coli nissle 1917	Organism	316435
Crohn.Nutrition.2011.2012.bib	21317252	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21317252	ecn	Chemical Compound	cids57120921
Crohn.Nutrition.2011.2012.bib	21241207	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	22660995	behaviour	Biological Process	go:0007610
Crohn.Nutrition.2011.2012.bib	22660995	colitis	Disease	doid:0060180
Crohn.Nutrition.2011.2012.bib	22660995	peritonitis	Disease	doid:8283
Crohn.Nutrition.2011.2012.bib	22660995	bowel	Tissue	bto:0000648
Crohn.Nutrition.2011.2012.bib	22660995	azathioprine	Chemical Compound	cids00002265
Crohn.Nutrition.2011.2012.bib	22660995	ileitis	Disease	doid:0060189
Crohn.Nutrition.2011.2012.bib	22660995	disease	Disease	doid:4
Crohn.Nutrition.2011.2012.bib	21494040	ulcerative colitis	Disease	doid:8577
Crohn.Nutrition.2011.2012.bib	21494040	oxygen	Chemical Compound	cids00000977
Crohn.Nutrition.2011.2012.bib	21494040	antioxidants	Molecular Function	go:0016209
Crohn.Nutrition.2011.2012.bib	21494040	pathogenesis	Biological Process	go:0009405
Crohn.Nutrition.2011.2012.bib	21494040	inflammatory response	Biological Process	go:0006954
